name;suspiciousness_value
org.joda.time.format$DateTimeFormatter#requirePrinter():655;0.06635609328057132
org.joda.time.format$DateTimeFormatterBuilder$TimeZoneOffset#estimatePrintedLength():2070;0.06565321642986127
org.joda.time.format$DateTimeFormatterBuilder$TimeZoneOffset#estimateParsedLength():2207;0.06565321642986127
org.joda.time.format$DateTimeFormatterBuilder#appendFraction(org.joda.time.DateTimeFieldType,int,int):532;0.0649722122736315
org.joda.time.format$DateTimeFormatterBuilder#appendFractionOfSecond(int,int):559;0.0649722122736315
org.joda.time.format$DateTimeFormatterBuilder$Fraction#DateTimeFormatterBuilder$Fraction(org.joda.time.DateTimeFieldType,int,int):1828;0.0649722122736315
org.joda.time.format$DateTimeFormatterBuilder$Fraction#estimatePrintedLength():1839;0.0649722122736315
org.joda.time.format$DateTimeFormatterBuilder$Fraction#estimateParsedLength():1997;0.0649722122736315
org.joda.time$DateTime#DateTime(int,int,int,int,int,int,int,org.joda.time.DateTimeZone):441;0.06495698024616309
org.joda.time.format$DateTimeFormatterBuilder#appendTimeZoneOffset(java.lang.String,boolean,int,int):1024;0.06419407387663693
org.joda.time.format$DateTimeFormatterBuilder$TimeZoneOffset#DateTimeFormatterBuilder$TimeZoneOffset(java.lang.String,java.lang.String,boolean,int,int):2054;0.06396021490668312
org.joda.time$DateTimeUtils#getInstantChronology(org.joda.time.ReadableInstant):164;0.06350006350009525
org.joda.time.format$ISODateTimeFormat#secondElement():1649;0.06277304629780309
org.joda.time.format$ISODateTimeFormat#minuteElement():1639;0.06260879033472617
org.joda.time.format$ISODateTimeFormat#hourElement():1630;0.0625
org.joda.time.format$DateTimeFormatterBuilder#appendSecondOfMinute(int):647;0.061649620239508984
org.joda.time$DateTimeUtils#getInstantMillis(org.joda.time.ReadableInstant):146;0.06128833848340777
org.joda.time.format$FormatUtils#appendPaddedInteger(java.lang.StringBuffer,int,int):50;0.06063390625908325
org.joda.time.format$DateTimeFormatterBuilder#appendMinuteOfHour(int):667;0.05929270612815711
org.joda.time.format$ISODateTimeFormat#dayOfMonthElement():1572;0.05920027784728938
org.joda.time.format$ISODateTimeFormat#monthElement():1562;0.05897108504780636
org.joda.time.format$DateTimeFormatterBuilder#appendHourOfDay(int):687;0.05860984988734227
org.joda.time.format$ISODateTimeFormat#yearElement():1553;0.05812381937190964
org.joda.time.format$DateTimeFormatter#selectChronology(org.joda.time.Chronology):915;0.05795005569646918
org.joda.time.format$DateTimeFormatterBuilder#appendMonthOfYear(int):779;0.05752237416355278
org.joda.time.format$DateTimeFormatterBuilder#appendDayOfMonth(int):737;0.056775837307834844
org.joda.time$DateTimeZone#getOffsetFromLocal(long):881;0.05613608914238398
org.joda.time.format$DateTimeFormatterBuilder#appendYear(int,int):791;0.055824219567359015
org.joda.time.format$DateTimeFormatterBuilder#appendSignedDecimal(org.joda.time.DateTimeFieldType,int,int):448;0.05510387687779838
org.joda.time.format$DateTimeFormatterBuilder$Composite#addArrayToList(java.util.List,java.lang.Object[]):2632;0.054482453421911096
org.joda.time.format$DateTimeFormatterBuilder#append(org.joda.time.format.DateTimeFormatter):209;0.05388159060803247
org.joda.time.format$DateTimeFormatterBuilder#append0(org.joda.time.format.DateTimePrinter,org.joda.time.format.DateTimeParser):345;0.05384686189633036
org.joda.time.format$DateTimeFormatter#getParser():171;0.053777605453655605
org.joda.time.format$FormatUtils#<clinit>():31;0.05357142857142857
org.joda.time.format$DateTimeFormatter#getPrinter():153;0.05353729576861872
org.joda.time.tz$DateTimeZoneBuilder$DSTZone#getOffset(long):1187;0.05251050315105037
org.joda.time.tz$DateTimeZoneBuilder$DSTZone#findMatchingRecurrence(long):1304;0.052478357140598966
org.joda.time.chrono$BasicMonthOfYearDateTimeField#add(long,int):92;0.05200314339611523
org.joda.time.tz$DateTimeZoneBuilder$DSTZone#nextTransition(long):1199;0.05175491695067657
org.joda.time.tz$DateTimeZoneBuilder$OfYear#setDayOfWeek(org.joda.time.Chronology,long):717;0.05172413793103448
org.joda.time.tz$DateTimeZoneBuilder$Recurrence#next(long,int,int):761;0.05169341375966832
org.joda.time.tz$DateTimeZoneBuilder$Recurrence#getSaveMillis():776;0.05169341375966832
org.joda.time.tz$DateTimeZoneBuilder$OfYear#next(long,int,int):549;0.05169341375966832
org.joda.time.tz$DateTimeZoneBuilder$OfYear#setDayOfMonthNext(org.joda.time.Chronology,long):672;0.05169341375966832
org.joda.time.tz$DateTimeZoneBuilder$OfYear#setDayOfMonth(org.joda.time.Chronology,long):706;0.05169341375966832
org.joda.time.format$DateTimeFormatterBuilder#appendDecimal(org.joda.time.DateTimeFieldType,int,int):396;0.05088401486645687
org.joda.time.field$BaseDateTimeField#add(long,int):253;0.05085476277156078
org.joda.time.chrono$BasicYearDateTimeField#add(long,int):58;0.050796409610894724
org.joda.time.format$DateTimeFormatterBuilder$CharacterLiteral#estimatePrintedLength():1145;0.0502518907629606
org.joda.time.format$DateTimeFormatterBuilder$CharacterLiteral#estimateParsedLength():1169;0.0502518907629606
org.joda.time.format$DateTimeFormatterBuilder$NumberFormatter#estimateParsedLength():1259;0.05013947028486567
org.joda.time.format$DateTimeFormatterBuilder#appendLiteral(char):359;0.05005564831994999
org.joda.time.format$DateTimeFormatterBuilder$CharacterLiteral#DateTimeFormatterBuilder$CharacterLiteral(char):1140;0.05005564831994999
org.joda.time.format$DateTimeFormatterBuilder$PaddedNumber#estimatePrintedLength():1401;0.049972245348957715
org.joda.time.format$DateTimeFormatterBuilder$PaddedNumber#DateTimeFormatterBuilder$PaddedNumber(org.joda.time.DateTimeFieldType,int,boolean,int):1396;0.049944536865902014
org.joda.time.format$DateTimeFormatterBuilder$NumberFormatter#DateTimeFormatterBuilder$NumberFormatter(org.joda.time.DateTimeFieldType,int,boolean):1252;0.04991687442297913
org.joda.time.format$DateTimeFormatterBuilder$Composite#isPrinter():2597;0.049861687148590024
org.joda.time.format$DateTimeFormatterBuilder$Composite#isParser():2601;0.049861687148590024
org.joda.time.format$DateTimeFormatterBuilder$Composite#DateTimeFormatterBuilder$Composite(java.util.List):2465;0.04980668251281895
org.joda.time.format$DateTimeFormatterBuilder$Composite#decompose(java.util.List,java.util.List,java.util.List):2609;0.04980668251281895
org.joda.time.format$DateTimeFormatterBuilder#toFormatter():104;0.04900286402886009
org.joda.time.format$DateTimeFormatter#DateTimeFormatter(org.joda.time.format.DateTimePrinter,org.joda.time.format.DateTimeParser):107;0.04900286402886009
org.joda.time.format$DateTimeFormatterBuilder#isPrinter(java.lang.Object):1098;0.04887264093383059
org.joda.time.format$DateTimeFormatterBuilder#isParser(java.lang.Object):1108;0.04887264093383059
org.joda.time.format$DateTimeFormatterBuilder#append0(java.lang.Object):336;0.04884672067693771
org.joda.time.field$MillisDurationField#add(long,int):117;0.048820841617808954
org.joda.time.format$DateTimeFormatterBuilder#getFormatter():1071;0.048820841617808954
org.joda.time.format$DateTimeFormatterBuilder#DateTimeFormatterBuilder():83;0.04879500364742666
org.joda.time.field$FieldUtils#safeAdd(int,int):64;0.04818694246524267
org.joda.time.field$PreciseDurationField#add(long,int):104;0.04698986172574789
org.joda.time.base$BaseDateTime#getChronology():304;0.04514469490716345
org.joda.time$DateTimeFieldType$StandardDateTimeFieldType#getField(org.joda.time.Chronology):461;0.04432905934241563
org.joda.time.field$FieldUtils#safeAdd(long,long):82;0.0440795324538175
org.joda.time.base$BaseDateTime#getMillis():295;0.04090064123619089
org.joda.time.chrono$BasicChronology#getMonthOfYear(long):435;0.03916302249939786
org.joda.time.chrono$BasicMonthOfYearDateTimeField#get(long):72;0.03904344047215152
org.joda.time.chrono$AssembledChronology#getDateTimeMillis(int,int,int,int,int,int,int):131;0.037453212707919174
org.joda.time.chrono$GJDayOfWeekDateTimeField#get(long):56;0.036949847931160996
org.joda.time.chrono$BasicChronology#getDayOfWeek(long):534;0.03683825043094511
org.joda.time.chrono$BasicGJChronology#getDaysInMonthMaxForSet(long,int):134;0.03665083330689157
org.joda.time.chrono$BasicDayOfMonthDateTimeField#getMaximumValueForSet(long,int):96;0.03665083330689157
org.joda.time.chrono$BasicChronology#getDayOfMonth(long,int):458;0.036618055688195546
org.joda.time.chrono$BasicMonthOfYearDateTimeField#set(long,int):292;0.036618055688195546
org.joda.time.chrono$BasicYearDateTimeField#set(long,int):82;0.03642321983839741
org.joda.time.field$PreciseDurationDateTimeField#set(long,int):78;0.03605310929413297
org.joda.time.field$PreciseDateTimeField#set(long,int):111;0.036042699849915955
org.joda.time.chrono$BasicChronology#getDateTimeMillis(int,int,int,int,int,int,int):167;0.03603229941690476
org.joda.time.chrono$BasicGJChronology#setYear(long,int):175;0.03601152553255078
org.joda.time.chrono$BasicDayOfMonthDateTimeField#getMinimumValue():55;0.03587736549262049
org.joda.time.base$BaseDateTime#BaseDateTime(long,org.joda.time.Chronology):124;0.03585173696910374
org.joda.time.chrono$BasicChronology#getDayOfYear(long,int):485;0.03582616328943238
org.joda.time.tz$CachedDateTimeZone#getOffset(long):111;0.035775179681291173
org.joda.time.tz$CachedDateTimeZone$Info#getOffset(long):204;0.035775179681291173
org.joda.time.tz$DateTimeZoneBuilder$PrecalculatedZone#getOffset(long):1528;0.03576500905431058
org.joda.time.tz$DateTimeZoneBuilder$PrecalculatedZone#nextTransition(long):1570;0.03576500905431058
org.joda.time.tz$CachedDateTimeZone#getInfo(long):148;0.03576500905431058
org.joda.time.tz$CachedDateTimeZone#createInfo(long):160;0.03576500905431058
org.joda.time.tz$CachedDateTimeZone$Info#CachedDateTimeZone$Info(org.joda.time.DateTimeZone,long):188;0.03576500905431058
org.joda.time.chrono$BasicChronology#getMillisOfDay(long):551;0.03564363423913181
org.joda.time$DateTimeUtils#<clinit>():35;0.03487900532075779
org.joda.time$DateTimeUtils$SystemMillisProvider#DateTimeUtils$SystemMillisProvider():393;0.03487900532075779
org.joda.time$DurationFieldType#millis():105;0.03433508017497365
org.joda.time$DurationFieldType#months():178;0.03430476221747198
org.joda.time$DurationFieldType#years():187;0.034289633324909315
org.joda.time.chrono$BasicChronology#getDayOfMonth(long):448;0.034277320867427255
org.joda.time$DurationFieldType#weeks():160;0.03426949256938314
org.joda.time.base$BaseDateTime#BaseDateTime(int,int,int,int,int,int,int,org.joda.time.Chronology):252;0.03425050329581573
org.joda.time.field$PreciseDateTimeField#getMaximumValue():131;0.03423265984407288
org.joda.time$DurationFieldType#hours():132;0.034224305320496584
org.joda.time$DurationFieldType#days():151;0.03420427939407714
org.joda.time.chrono$BasicDayOfMonthDateTimeField#get(long):47;0.034188172937891385
org.joda.time.chrono$BasicYearDateTimeField#get(long):54;0.034135016897027186
org.joda.time$DurationFieldType#seconds():114;0.03412452579235541
org.joda.time$DurationFieldType#minutes():123;0.03411955969674702
org.joda.time.field$FieldUtils#verifyValueBounds(org.joda.time.DateTimeField,int,int,int):214;0.0340645263377576
org.joda.time.chrono$BasicChronology#getDayOfMonth(long,int,int):468;0.03405574568898749
org.joda.time.chrono$AssembledChronology#getZone():107;0.03390750591813183
org.joda.time.chrono$BasicGJChronology#getMonthOfYear(long,int):88;0.03390750591813183
org.joda.time.field$PreciseDateTimeField#get(long):79;0.0338212051777377
org.joda.time.tz$ZoneInfoProvider#loadZoneData(java.lang.String):224;0.033806170189140665
org.joda.time.tz$DateTimeZoneBuilder#readFrom(java.io.InputStream,java.lang.String):95;0.033806170189140665
org.joda.time.tz$DateTimeZoneBuilder#readFrom(java.io.DataInput,java.lang.String):110;0.033806170189140665
org.joda.time.tz$DateTimeZoneBuilder#readMillis(java.io.DataInput):183;0.033806170189140665
org.joda.time.tz$DateTimeZoneBuilder$PrecalculatedZone#DateTimeZoneBuilder$PrecalculatedZone(java.lang.String,long[],int[],int[],java.lang.String[],org.joda.time.tz.DateTimeZoneBuilder$DSTZone):1500;0.033806170189140665
org.joda.time.tz$DateTimeZoneBuilder$PrecalculatedZone#readFrom(java.io.DataInput,java.lang.String):1341;0.033806170189140665
org.joda.time.tz$DateTimeZoneBuilder$DSTZone#DateTimeZoneBuilder$DSTZone(java.lang.String,int,org.joda.time.tz.DateTimeZoneBuilder$Recurrence,org.joda.time.tz.DateTimeZoneBuilder$Recurrence):1176;0.033806170189140665
org.joda.time.tz$DateTimeZoneBuilder$DSTZone#readFrom(java.io.DataInput,java.lang.String):1166;0.033806170189140665
org.joda.time.tz$DateTimeZoneBuilder$Recurrence#DateTimeZoneBuilder$Recurrence(org.joda.time.tz.DateTimeZoneBuilder$OfYear,java.lang.String,int):747;0.033806170189140665
org.joda.time.tz$DateTimeZoneBuilder$Recurrence#readFrom(java.io.DataInput):740;0.033806170189140665
org.joda.time.tz$DateTimeZoneBuilder$OfYear#DateTimeZoneBuilder$OfYear(char,int,int,int,boolean,int):504;0.033806170189140665
org.joda.time.tz$DateTimeZoneBuilder$OfYear#readFrom(java.io.DataInput):482;0.033806170189140665
org.joda.time.tz$CachedDateTimeZone#CachedDateTimeZone(org.joda.time.DateTimeZone):87;0.033806170189140665
org.joda.time.tz$CachedDateTimeZone#<clinit>():39;0.033806170189140665
org.joda.time.tz$CachedDateTimeZone#forZone(org.joda.time.DateTimeZone):68;0.033806170189140665
org.joda.time$DateTimeZone#forID(java.lang.String):204;0.03380134177089292
org.joda.time.chrono$GregorianChronology#getAverageMillisPerYearDividedByTwo():233;0.033769739961246034
org.joda.time.chrono$GregorianChronology#getApproxMillisAtEpochDividedByTwo():241;0.033769739961246034
org.joda.time.chrono$BasicChronology#getDateMidnightMillis(int,int,int):603;0.03373556005374159
org.joda.time.chrono$BasicChronology#getMaxMonth(int):682;0.03373556005374159
org.joda.time.field$FieldUtils#verifyValueBounds(org.joda.time.DateTimeFieldType,int,int,int):232;0.03372703128099659
org.joda.time.chrono$BasicGJChronology#getDaysInYearMonth(int,int):120;0.033718508973524845
org.joda.time.chrono$BasicChronology#getYear(long):399;0.03366751044324252
org.joda.time.chrono$ISOChronology#getInstanceUTC():77;0.03362518797466652
org.joda.time$DateTimeZone#getID():705;0.033557802760701215
org.joda.time$DateTimeZone#DateTimeZone(java.lang.String):688;0.033548359168911385
org.joda.time$DateTimeZone#<clinit>():95;0.033548359168911385
org.joda.time$DateTimeZone#setProvider0(org.joda.time.tz.Provider):415;0.033548359168911385
org.joda.time$DateTimeZone#getDefaultProvider():443;0.033548359168911385
org.joda.time$DateTimeZone#setNameProvider0(org.joda.time.tz.NameProvider):514;0.033548359168911385
org.joda.time$DateTimeZone#getDefaultNameProvider():529;0.033548359168911385
org.joda.time.tz$FixedDateTimeZone#FixedDateTimeZone(java.lang.String,java.lang.String,int,int):38;0.033548359168911385
org.joda.time.tz$FixedDateTimeZone#equals(java.lang.Object):88;0.033548359168911385
org.joda.time.tz$ZoneInfoProvider#ZoneInfoProvider(java.lang.String):82;0.033548359168911385
org.joda.time.tz$ZoneInfoProvider#ZoneInfoProvider(java.lang.String,java.lang.ClassLoader,boolean):106;0.033548359168911385
org.joda.time.tz$ZoneInfoProvider#getZone(java.lang.String):136;0.033548359168911385
org.joda.time.tz$ZoneInfoProvider#getAvailableIDs():174;0.033548359168911385
org.joda.time.tz$ZoneInfoProvider#openResource(java.lang.String):196;0.033548359168911385
org.joda.time.tz$ZoneInfoProvider#loadZoneInfoMap(java.io.InputStream):252;0.033548359168911385
org.joda.time.tz$ZoneInfoProvider#readZoneInfoMap(java.io.DataInputStream,java.util.Map):274;0.033548359168911385
org.joda.time.tz$DefaultNameProvider#DefaultNameProvider():39;0.033548359168911385
org.joda.time.tz$DefaultNameProvider#createCache():87;0.033548359168911385
org.joda.time.chrono$BasicGJChronology#getTotalMillisByYearMonth(int,int):139;0.03351589216265639
org.joda.time.chrono$GregorianChronology#getMinYear():221;0.03344916060384684
org.joda.time$DurationFieldType#DurationFieldType(java.lang.String):94;0.03343565439628436
org.joda.time$DurationFieldType#<clinit>():60;0.03343565439628436
org.joda.time$DurationFieldType$StandardDurationFieldType#DurationFieldType$StandardDurationFieldType(java.lang.String,byte):259;0.03343565439628436
org.joda.time.chrono$GregorianChronology#calculateFirstDayOfYearMillis(int):202;0.03334980644199064
org.joda.time.chrono$GregorianChronology#isLeapYear(int):197;0.033016908987210894
org.joda.time.base$BaseDateTime#checkInstant(long,org.joda.time.Chronology):284;0.032200409305581885
org.joda.time.chrono$BasicChronology#getYearMonthDayMillis(int,int,int):385;0.031972841723961566
org.joda.time.base$BaseDateTime#checkChronology(org.joda.time.Chronology):270;0.03185007711266894
org.joda.time.base$AbstractDateTime#AbstractDateTime():51;0.031785653921859676
org.joda.time.chrono$BasicChronology#getYearMillis(int):360;0.031531815887581874
org.joda.time.chrono$BasicChronology#getYearInfo(int):738;0.031531815887581874
org.joda.time.chrono$BasicChronology$YearInfo#BasicChronology$YearInfo(int,long):770;0.031531815887581874
org.joda.time.base$AbstractInstant#AbstractInstant():61;0.031115243011688335
org.joda.time.chrono$ISOChronology#getInstance(org.joda.time.DateTimeZone):96;0.02914407527170503
org.joda.time.chrono$GJEraDateTimeField#getDurationField():127;0.02837267954465754
org.joda.time.chrono$GJEraDateTimeField#getRangeDurationField():131;0.02837267954465754
org.joda.time.tz$CachedDateTimeZone#hashCode():131;0.02802392396036154
org.joda.time.chrono$ISOChronology#withUTC():133;0.027970280273557555
org.joda.time.field$UnsupportedDurationField#getUnitMillis():218;0.027815960308210652
org.joda.time.chrono$ZonedChronology#ZonedChronology(org.joda.time.Chronology,org.joda.time.DateTimeZone):82;0.027815960308210652
org.joda.time.chrono$ZonedChronology#getInstance(org.joda.time.Chronology,org.joda.time.DateTimeZone):56;0.027815960308210652
org.joda.time.chrono$ZonedChronology#useTimeArithmetic(org.joda.time.DurationField):72;0.027815960308210652
org.joda.time.chrono$ZonedChronology#getZone():86;0.027815960308210652
org.joda.time.chrono$ZonedChronology#assemble(org.joda.time.chrono.AssembledChronology$Fields):153;0.027815960308210652
org.joda.time.chrono$ZonedChronology#convertField(org.joda.time.DurationField,java.util.HashMap):200;0.027815960308210652
org.joda.time.chrono$ZonedChronology#convertField(org.joda.time.DateTimeField,java.util.HashMap):212;0.027815960308210652
org.joda.time.chrono$ZonedChronology$ZonedDurationField#ZonedChronology$ZonedDurationField(org.joda.time.DurationField,org.joda.time.DateTimeZone):284;0.027815960308210652
org.joda.time.chrono$ZonedChronology$ZonedDurationField#getUnitMillis():298;0.027815960308210652
org.joda.time.chrono$ZonedChronology$ZonedDateTimeField#ZonedChronology$ZonedDateTimeField(org.joda.time.DateTimeField,org.joda.time.DateTimeZone,org.joda.time.DurationField,org.joda.time.DurationField,org.joda.time.DurationField):389;0.027815960308210652
org.joda.time$DateTimeZone#hashCode():1200;0.027811178879673704
org.joda.time.field$ScaledDurationField#getUnitMillis():109;0.027811178879673704
org.joda.time.chrono$AssembledChronology#getParam():315;0.027730269999245088
org.joda.time.field$ImpreciseDateTimeField$LinkedDurationField#getUnitMillis():160;0.027603206574724395
org.joda.time$DateTimeUtils#getChronology(org.joda.time.Chronology):252;0.027331519390462633
org.joda.time.field$PreciseDurationField#hashCode():142;0.02720983504903795
org.joda.time.field$ZeroIsMaxDateTimeField#getLeapDurationField():101;0.02720983504903795
org.joda.time.chrono$BasicYearDateTimeField#getLeapDurationField():111;0.02720983504903795
org.joda.time.field$ScaledDurationField#hashCode():147;0.02720983504903795
org.joda.time.chrono$BasicMonthOfYearDateTimeField#getLeapDurationField():328;0.02720983504903795
org.joda.time.chrono$BasicWeekyearDateTimeField#getLeapDurationField():220;0.02720983504903795
org.joda.time.field$MillisDurationField#getType():49;0.027205359379125438
org.joda.time.field$BaseDateTimeField#getLeapDurationField():726;0.02719641466102106
org.joda.time.chrono$GJDayOfWeekDateTimeField#getRangeDurationField():94;0.027183014110978117
org.joda.time.field$DecoratedDateTimeField#getRangeDurationField():90;0.02716517748562517
org.joda.time.field$RemainderDateTimeField#getRangeDurationField():139;0.02716517748562517
org.joda.time.field$DecoratedDurationField#getWrappedField():69;0.02714737592572808
org.joda.time.chrono$BasicDayOfYearDateTimeField#getRangeDurationField():56;0.02714737592572808
org.joda.time.chrono$BasicWeekyearDateTimeField#getRangeDurationField():208;0.02714737592572808
org.joda.time.chrono$BasicWeekOfWeekyearDateTimeField#getRangeDurationField():58;0.02714737592572808
org.joda.time.field$BaseDurationField#getType():55;0.02713848825944775
org.joda.time.chrono$BasicDayOfMonthDateTimeField#getRangeDurationField():51;0.027111877543854402
org.joda.time.chrono$BasicMonthOfYearDateTimeField#getRangeDurationField():309;0.027111877543854402
org.joda.time.chrono$BasicYearDateTimeField#getRangeDurationField():95;0.027094180493963605
org.joda.time.chrono$ISOChronology#ISOChronology(org.joda.time.Chronology):122;0.02705448850155324
org.joda.time.chrono$ISOChronology#<clinit>():63;0.02705448850155324
org.joda.time.chrono$ISOChronology#assemble(org.joda.time.chrono.AssembledChronology$Fields):169;0.02705448850155324
org.joda.time.chrono$ISOYearOfEraDateTimeField#ISOYearOfEraDateTimeField():46;0.02705448850155324
org.joda.time.chrono$ISOYearOfEraDateTimeField#<clinit>():40;0.02705448850155324
org.joda.time.chrono$ISOYearOfEraDateTimeField#getMinimumValue():87;0.02705448850155324
org.joda.time.chrono$ISOYearOfEraDateTimeField#getMaximumValue():91;0.02705448850155324
org.joda.time.chrono$GregorianChronology#getInstanceUTC():81;0.02702812388086677
org.joda.time.field$PreciseDateTimeField#getRangeDurationField():122;0.026997462357801944
org.joda.time.chrono$BasicChronology#getZone():143;0.026958193300859603
org.joda.time.field$PreciseDurationDateTimeField#getDurationField():141;0.026901772646093246
org.joda.time.chrono$GregorianChronology#GregorianChronology(org.joda.time.Chronology,java.lang.Object,int):148;0.026751614062740812
org.joda.time.chrono$GregorianChronology#<clinit>():68;0.026751614062740812
org.joda.time.chrono$GregorianChronology#getInstance(org.joda.time.DateTimeZone):100;0.026751614062740812
org.joda.time.chrono$GregorianChronology#getInstance(org.joda.time.DateTimeZone,int):111;0.026751614062740812
org.joda.time.chrono$GregorianChronology#assemble(org.joda.time.chrono.AssembledChronology$Fields):191;0.026751614062740812
org.joda.time.chrono$GregorianChronology#getMaxYear():225;0.026751614062740812
org.joda.time.chrono$GregorianChronology#getAverageMillisPerYear():229;0.026751614062740812
org.joda.time.chrono$GregorianChronology#getAverageMillisPerMonth():237;0.026751614062740812
org.joda.time.chrono$BasicChronology#getMaxMonth():691;0.026696477899043676
org.joda.time.chrono$BasicGJChronology#BasicGJChronology(org.joda.time.Chronology,java.lang.Object,int):75;0.026696477899043676
org.joda.time.chrono$BasicGJChronology#<clinit>():42;0.026696477899043676
org.joda.time.chrono$AssembledChronology#millis():156;0.026499947000159
org.joda.time.chrono$AssembledChronology#millisOfSecond():160;0.026499947000159
org.joda.time.chrono$AssembledChronology#millisOfDay():164;0.026499947000159
org.joda.time.chrono$AssembledChronology#seconds():168;0.026499947000159
org.joda.time.chrono$AssembledChronology#secondOfMinute():172;0.026499947000159
org.joda.time.chrono$AssembledChronology#secondOfDay():176;0.026499947000159
org.joda.time.chrono$AssembledChronology#minutes():180;0.026499947000159
org.joda.time.chrono$AssembledChronology#minuteOfHour():184;0.026499947000159
org.joda.time.chrono$AssembledChronology#minuteOfDay():188;0.026499947000159
org.joda.time.chrono$AssembledChronology#hours():192;0.026499947000159
org.joda.time.chrono$AssembledChronology#hourOfDay():196;0.026499947000159
org.joda.time.chrono$AssembledChronology#clockhourOfDay():200;0.026499947000159
org.joda.time.chrono$AssembledChronology#halfdays():204;0.026499947000159
org.joda.time.chrono$AssembledChronology#hourOfHalfday():208;0.026499947000159
org.joda.time.chrono$AssembledChronology#clockhourOfHalfday():212;0.026499947000159
org.joda.time.chrono$AssembledChronology#halfdayOfDay():216;0.026499947000159
org.joda.time.chrono$AssembledChronology#days():220;0.026499947000159
org.joda.time.chrono$AssembledChronology#dayOfWeek():224;0.026499947000159
org.joda.time.chrono$AssembledChronology#dayOfMonth():228;0.026499947000159
org.joda.time.chrono$AssembledChronology#dayOfYear():232;0.026499947000159
org.joda.time.chrono$AssembledChronology#weeks():236;0.026499947000159
org.joda.time.chrono$AssembledChronology#weekOfWeekyear():240;0.026499947000159
org.joda.time.chrono$AssembledChronology#weekyears():244;0.026499947000159
org.joda.time.chrono$AssembledChronology#weekyear():248;0.026499947000159
org.joda.time.chrono$AssembledChronology#weekyearOfCentury():252;0.026499947000159
org.joda.time.chrono$AssembledChronology#months():256;0.026499947000159
org.joda.time.chrono$AssembledChronology#monthOfYear():260;0.026499947000159
org.joda.time.chrono$AssembledChronology#years():264;0.026499947000159
org.joda.time.chrono$AssembledChronology#yearOfEra():272;0.026499947000159
org.joda.time.chrono$AssembledChronology#yearOfCentury():276;0.026499947000159
org.joda.time.chrono$AssembledChronology#centuries():280;0.026499947000159
org.joda.time.chrono$AssembledChronology#centuryOfEra():284;0.026499947000159
org.joda.time.chrono$AssembledChronology#eras():288;0.026499947000159
